BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
B1605,ERS,UTICA AVE & CROWN ST,11213,Brooklyn,BK09,35,40.66523382,-73.9314555,POINT (-73.9314555 40.66523382),17615,17,2,17,44
Q8912,ERS,SUTTER AVE & 142 ST,11436,Queens,QN12,28,40.6725314,-73.79837621,POINT (-73.79837621 40.6725314),24671,41,3,46,71
B2795,ERS,14 AVE & 67 ST,11219,Brooklyn,BK10,38,40.62348994,-74.00052988,POINT (-74.00052988 40.62348994),17621,10,2,44,41
Q2385,ERS,PARK LANE SOUTH & 90 ST,11421,Queens,QN09,32,40.69717936,-73.85567422,POINT (-73.85567422 40.69717936),24017,38,3,34,60
Q5191,ERS,JUNIPER BLVD S & 69 PL,11379,Queens,QN05,30,40.71639614,-73.88666225,POINT (-73.88666225 40.71639614),15309,54,3,34,62
R4327,ERS,MARISA CIRCLE WEST END,10309,Staten Island,SI03,51,40.53809733,-74.2172495,POINT (-74.2172495 40.53809733),10696,15,1,9,77
R0945,BARS,WESTBROOK AVE & MELYN PL,10303,Staten Island,SI01,49,40.62642728,-74.15085137,POINT (-74.15085137 40.62642728),10371,4,1,13,75
Q2853,ERS,144 AVE & BROOKVILLE BLVD,11422,Queens,QN13,31,40.66148402,-73.74196995,POINT (-73.74196995 40.66148402),24018,63,3,47,63
B2288,ERS,AVENUE M & E 94 ST,11236,Brooklyn,BK18,46,40.63556273,-73.89576422,POINT (-73.89576422 40.63556273),13827,5,2,8,42
B4262,ERS,AVENUE O & E 9 ST,11230,Brooklyn,BK12,44,40.61233092,-73.96478113,POINT (-73.96478113 40.61233092),13513,2,2,18,39
Q9526,ERS,WOODHAVEN BLVD & 66 RD,11374,Queens,QN06,30,40.71770788,-73.8630185,POINT (-73.8630185 40.71770788),15309,40,3,28,70
Q9377,BARS,38 AVE & 97 ST,11368,Queens,QN03,21,40.74989852,-73.86882614,POINT (-73.86882614 40.74989852),14510,65,3,21,73
Q5465,BARS,90 AVE & 214 ST,11427,Queens,QN13,23,40.72283134,-73.74815876,POINT (-73.74815876 40.72283134),24336,63,3,16,63
X3717,ERS,ARLINGTON AVE & W 227 ST,10463,Bronx,BX08,11,40.88015265,-73.91533716,POINT (-73.91533716 40.88015265),11272,48,5,40,33
Q5372,BARS,LINDEN BLVD & 175 ST,11434,Queens,QN12,27,40.69254177,-73.77552159,POINT (-73.77552159 40.69254177),24669,41,3,6,71
Q4552,BARS,58 AVE & 58 ST,11378,Queens,QN05,30,40.72095007,-73.91194492,POINT (-73.91194492 40.72095007),14788,54,3,34,62
R0568,ERS,GOVERNOR RD & BEECHWOOD PL,10314,Staten Island,SI01,50,40.61549977,-74.12074405,POINT (-74.12074405 40.61549977),10700,4,1,14,74
Q5426,BARS,94 AVE & 218 ST,11428,Queens,QN13,23,40.72046165,-73.73870166,POINT (-73.73870166 40.72046165),24337,63,3,16,63
M1048,ERS,1 AVE & E 74 ST,10021,Manhattan,MN08,5,40.76912007,-73.95503701,POINT (-73.95503701 40.76912007),12083,23,4,1,11
X3739,ERS,NETHERLAND AVE & W 232 ST,10463,Bronx,BX08,11,40.88379054,-73.91160042,POINT (-73.91160042 40.88379054),11272,48,5,40,33
Q6909,BARS,NORTHERN BLVD & AUBURNDALE LA,11358,Queens,QN07,19,40.75779803,-73.79493246,POINT (-73.79493246 40.75779803),14193,22,3,20,67
X3899,ERS,BOYD AVE & BARNES AVE,10466,Bronx,BX12,12,40.89709545,-73.85196458,POINT (-73.85196458 40.89709545),11275,29,5,2,30
Q4845,ERS,135 AVE & 123 ST,11420,Queens,QN10,32,40.66971393,-73.81628112,POINT (-73.81628112 40.66971393),24016,62,3,46,64
B3184,ERS,AVENUE M & E 73 ST,11234,Brooklyn,BK18,46,40.62577722,-73.91131028,POINT (-73.91131028 40.62577722),13825,5,2,8,38
Q8585,ERS,98 ST & PARK LANE S,11421,Queens,QN09,32,40.69819581,-73.84947764,POINT (-73.84947764 40.69819581),24017,46,3,34,60
R3451,BARS,HYLAN BLVD & AINSWORTH AVE,10308,Staten Island,SI03,51,40.5504333,-74.13607343,POINT (-74.13607343 40.5504333),10695,31,1,9,76
M0684,ERS,1 AVE & E 30 ST,10016,Manhattan,MN06,4,40.74127468,-73.97534264,POINT (-73.97534264 40.74127468),12078,71,4,50,7
Q8534,ERS,85 DR & FOREST PWAY,11421,Queens,QN09,30,40.6943199,-73.86180884,POINT (-73.86180884 40.6943199),24017,46,3,34,60
X3380,ERS,GRAND CONCOURSE & E KINGSBRIDGE RD,10458,Bronx,BX07,14,40.86606885,-73.8943813,POINT (-73.8943813 40.86606885),11606,24,5,22,34
R2927,ERS,RICHMOND AVE & RICHMOND HILL RD,10314,Staten Island,SI02,51,40.58888122,-74.16746606,POINT (-74.16746606 40.58888122),10700,30,1,9,75
B3358,ERS,AVENUE Y & E 7 ST,11235,Brooklyn,BK15,48,40.58923886,-73.96244435,POINT (-73.96244435 40.58923886),13826,21,2,15,35
Q5142,ERS,67 RD & 79 ST,11379,Queens,QN05,30,40.71250945,-73.87353947,POINT (-73.87353947 40.71250945),15309,54,3,34,62
X4464,ERS,PRATT AVE & LIGHT ST,10466,Bronx,BX12,12,40.88799079,-73.83442056,POINT (-73.83442056 40.88799079),11275,29,5,2,30
Q7053,ERS,GRAND AVE & 71 ST,11378,Queens,QN05,30,40.72775829,-73.89228493,POINT (-73.89228493 40.72775829),14788,54,3,34,62
X3551,ERS,VAN CORTLANDT AVE E & GRAND CONCOURSE,10458,Bronx,BX07,11,40.87733346,-73.88531545,POINT (-73.88531545 40.87733346),10936,24,5,40,34
B0903,ERS,LEWIS AVE & MADISON ST,11221,Brooklyn,BK03,36,40.68642828,-73.935736,POINT (-73.935736 40.68642828),18181,69,2,49,52
R3688,ERS,RICHMOND AVE & STROUD AVE,10312,Staten Island,SI03,51,40.55413159,-74.16836707,POINT (-74.16836707 40.55413159),10699,15,1,9,77
Q6488,BARS,UNION TURNPIKE & 249 ST,11426,Queens,QN13,23,40.74265948,-73.72106863,POINT (-73.72106863 40.74265948),24335,63,3,16,63
Q9912,BARS,FRESH MEADOW LA & UNDERHILL AVE,11365,Queens,QN07,20,40.74721193,-73.79467569,POINT (-73.79467569 40.74721193),14507,22,3,3,67
B1800,ERS,JAMAICA AVE & LOGAN ST,11208,Brooklyn,BK05,37,40.6868824,-73.87907518,POINT (-73.87907518 40.6868824),17215,45,2,37,47
X4143,ERS,EDISON AVE & SULLIVAN PL,10465,Bronx,BX10,13,40.82967361,-73.82343799,POINT (-73.82343799 40.82967361),11274,43,5,12,28
Q1251,ERS,BEACH 79 ST 50' S OF BEACH CHANNEL DR,11693,Queens,QN14,31,40.58965408,-73.80544628,POINT (-73.80544628 40.58965408),20531,51,3,47,58
B2022,ERS,GLENMORE AVE & ALABAMA AVE,11207,Brooklyn,BK05,37,40.67274371,-73.89899089,POINT (-73.89899089 40.67274371),17214,45,2,37,47
Q7558,BARS,23 AVE & 31 ST,11105,Queens,QN01,22,40.77435984,-73.91285779,POINT (-73.91285779 40.77435984),16862,39,3,4,72
M0196,ERS,MOTT ST & GRAND ST,10013,Manhattan,MN02,1,40.71904822,-73.99647817,POINT (-73.99647817 40.71904822),12076,57,4,32,2
Q9928,BARS,BOOTH MEMORIAL AVE & 175 ST,11365,Queens,QN11,20,40.74153468,-73.79471933,POINT (-73.79471933 40.74153468),14507,26,3,3,69
B0438,ERS,E/S ADAMS ST 300' S OF SAND ST,11201,Brooklyn,BK02,33,40.6997744,-73.9883053,POINT (-73.9883053 40.6997744),16865,68,2,38,54
Q4493,ERS,HOLLY AVE & KISSENA BLVD,11355,Queens,QN07,20,40.75094642,-73.81934976,POINT (-73.81934976 40.75094642),14190,22,3,3,67
X4040,ERS,HARDING AVE & EMERSON AVE,10465,Bronx,BX10,13,40.81293431,-73.82726351,POINT (-73.82726351 40.81293431),11274,43,5,12,28
Q5042,BARS,104 AVE & 177 ST,11433,Queens,QN12,27,40.70418777,-73.78170667,POINT (-73.78170667 40.70418777),24668,41,3,6,61
X3701,ERS,BROADWAY & W 225 ST,10463,Manhattan,BX08,10,40.87474602,-73.90979144,POINT (-73.90979144 40.87474602),11272,48,4,39,33
X3521,ERS,RESERVOIR AVE & W 195 ST,10468,Bronx,BX08,14,40.86965857,-73.89891854,POINT (-73.89891854 40.86965857),11606,24,5,29,34
Q5559,BARS,90 AVE & 219 ST,11427,Queens,QN13,23,40.72636641,-73.74222515,POINT (-73.74222515 40.72636641),24337,63,3,16,63
Q9949,BARS,HOLLIS COURT BLVD & 53 AVE,11365,Queens,QN11,20,40.74762906,-73.7823858,POINT (-73.7823858 40.74762906),14507,26,3,3,69
R0883,BARS,HOWARD AVE 700' S OF HILLSIDE AVE,10301,Staten Island,SI01,49,40.61628751,-74.09513027,POINT (-74.09513027 40.61628751),10369,4,1,13,74
M1374,ERS,8 AVE & W 115 ST,10026,Manhattan,MN10,9,40.80374372,-73.95586086,POINT (-73.95586086 40.80374372),12423,18,4,36,18
Q6468,BARS,75 AVE & 260 ST,11004,Queens,QN13,23,40.74814572,-73.71345485,POINT (-73.71345485 40.74814572),16098,63,3,16,63
B2234,ERS,DITMAS AVE & E 89 ST,11236,Brooklyn,BK17,45,40.64760485,-73.9155003,POINT (-73.9155003 40.64760485),13827,61,2,26,40
Q5404,BARS,106 AVE & 216 ST,11429,Queens,QN13,27,40.71125814,-73.74228069,POINT (-73.74228069 40.71125814),24338,63,3,6,63
Q7754,BARS,30 AVE & 91ST ST,11369,Queens,QN03,22,40.76179493,-73.877973,POINT (-73.877973 40.76179493),14511,65,3,4,73
B2135,ERS,AVENUE D BTW E 105 ST & BANK ST,11236,Brooklyn,BK18,42,40.65380424,-73.90138824,POINT (-73.90138824 40.65380424),13827,5,2,25,42
Q6935,BARS,33 AVE & 166 ST,11358,Queens,QN07,19,40.76766551,-73.79921345,POINT (-73.79921345 40.76766551),14193,22,3,20,67
M1002,ERS,Riverside Boulevard and W 63 Street,10023,Manhattan,MN07,6,40.77500788,-73.99082391,POINT (-73.99082391 40.77500788),10091,20,4,19,12
B1509,ERS,MC DONALD AVE & VANDERBILT ST,11232,Brooklyn,BK07,38,40.65159173,-73.98110912,POINT (-73.98110912 40.65159173),17617,9,2,7,45
X2361,ERS,BROOK AVE & E 163 ST,10451,Bronx,BX03,17,40.82484856,-73.91130974,POINT (-73.91130974 40.82484856),10929,34,5,43,25
Q6299,BARS,29 AVE & 215 ST,11360,Queens,QN11,19,40.77608967,-73.77233752,POINT (-73.77233752 40.77608967),14195,26,3,20,69
Q4223,ERS,PENELOPE AVE & 83 PL,11379,Queens,QN05,30,40.72126789,-73.87066828,POINT (-73.87066828 40.72126789),15309,54,3,34,62
R1788,BARS,PURDY AVE & BRADLEY AVE,10314,Staten Island,SI01,50,40.61025765,-74.13231135,POINT (-74.13231135 40.61025765),10700,4,1,14,75
X3591,ERS,JEROME AVE & E 212 ST,10467,Bronx,,11,40.88439063,-73.87995799,POINT (-73.87995799 40.88439063),11605,27,5,40,33
Q1619,ERS,CROSS BAY BLVD & 5 RD BROAD CHANNEL,11693,Queens,QN14,32,40.61129765,-73.81918671,POINT (-73.81918671 40.61129765),20531,51,3,41,58
Q6283,BARS,41 AVE & 223 ST,11361,Queens,QN11,19,40.76507911,-73.75967793,POINT (-73.75967793 40.76507911),14196,26,3,20,69
Q5355,BARS,HOLLIS AVE & 194 ST,11412,Queens,QN12,27,40.70698355,-73.76386442,POINT (-73.76386442 40.70698355),15312,41,3,6,61
B3951,ERS,BEDFORD AVE & ST MARKS AVE,11216,Brooklyn,BK08,36,40.67538563,-73.95336354,POINT (-73.95336354 40.67538563),17618,16,2,48,49
Q5654,BARS,116 AVE & 205 ST,11412,Queens,QN12,27,40.69711568,-73.74838648,POINT (-73.74838648 40.69711568),15312,41,3,6,71
R0761,ERS,RICHMOND TERR & NORTH ST,10302,Staten Island,SI01,49,40.64028544,-74.13448718,POINT (-74.13448718 40.64028544),10370,4,1,13,75
R1835,BARS,NAUGHTON AVE & HYLAN BLVD,10305,Staten Island,SI02,50,40.58420261,-74.09471039,POINT (-74.09471039 40.58420261),10692,30,1,14,76
B3442,ERS,CROPSEY AVE & BAY 53 ST,11214,Brooklyn,BK13,47,40.58296716,-73.98632951,POINT (-73.98632951 40.58296716),17616,21,2,45,35
M1298,ERS,MANHATTAN AVE & W 105 ST,10025,Manhattan,MN07,7,40.7979882,-73.96198125,POINT (-73.96198125 40.7979882),12422,20,4,23,15
B2591,ERS,11 AVE & 54 ST,11219,Brooklyn,BK12,44,40.63488516,-73.99943387,POINT (-73.99943387 40.63488516),17621,2,2,18,39
M0509,ERS,GREENWICH ST & W 10 ST,10014,Manhattan,MN02,3,40.733588,-74.00734414,POINT (-74.00734414 40.733588),12077,57,4,10,3
Q4722,BARS,19 AVE & 166 ST,11357,Queens,QN07,19,40.78068147,-73.79743206,POINT (-73.79743206 40.78068147),14192,22,3,20,67
X3873,ERS,CARPENTER AVE & E 240 ST,10470,Bronx,BX12,11,40.90319436,-73.85405232,POINT (-73.85405232 40.90319436),11608,29,5,40,30
B0860,ERS,SARATOGA AVE & MAC DOUGAL ST,11233,Brooklyn,BK16,41,40.6796375,-73.91653999,POINT (-73.91653999 40.6796375),13516,69,2,17,52
Q7573,BARS,21 AVE & 21 ST,11105,Queens,QN01,22,40.78228339,-73.91459485,POINT (-73.91459485 40.78228339),16862,39,3,4,72
Q4168,ERS,TRAFFIC AVE & LINDEN ST,11385,Queens,QN05,30,40.71029808,-73.8964594,POINT (-73.8964594 40.71029808),15310,54,3,34,62
X2515,ERS,E 165 ST BTW TRINTY & TINTON AVE,10456,Bronx,BX03,16,40.82476638,-73.90311483,POINT (-73.90311483 40.82476638),10934,34,5,42,25
R3864,ERS,ROBINSON AVE & OAKDALE ST,10308,Staten Island,SI03,51,40.5440774,-74.1580775,POINT (-74.1580775 40.5440774),10699,15,1,9,76
M1179,ERS,5 AVE & E 88 ST,83,Manhattan,MN08,4,40.78283332,-73.95946906,POINT (-73.95946906 40.78283332),10099,23,4,51,11
Q4289,ERS,57 AVE & 80 ST,11373,Queens,QN04,25,40.7289815,-73.88237335,POINT (-73.88237335 40.7289815),14784,66,3,5,68
X3241,ERS,SACKETT AVE & RADCLIFF AVE,10462,Bronx,BX11,13,40.8436388,-73.85401396,POINT (-73.85401396 40.8436388),11271,59,5,12,32
Q2933,BARS,E/S VAN WYCK XWAY 130' N OF 82 AVE,11435,Queens,QN08,24,40.71422678,-73.82441506,POINT (-73.82441506 40.71422678),24670,25,3,24,65
X4214,ERS,BRUCKNER BLVD N/B & CALHOUN AVE,10465,Bronx,BX10,13,40.83189532,-73.82973303,POINT (-73.82973303 40.83189532),11274,43,5,12,28
B1367,ERS,RICHARDS & VAN DYKE STS,11231,Brooklyn,BK06,38,40.67466013,-74.01323153,POINT (-74.01323153 40.67466013),13514,14,2,7,48
M0213,ERS,DIVISION ST & ELDRIDGE ST,10002,Manhattan,MN03,1,40.71429083,-73.99395034,POINT (-73.99395034 40.71429083),11723,70,4,32,2
B3227,ERS,KINGS HWY & E 29 ST,11229,Brooklyn,BK15,45,40.61536341,-73.94573692,POINT (-73.94573692 40.61536341),13512,60,2,26,43
M1447,ERS,PARK AVE & E 122 ST,10035,Manhattan,MN11,9,40.80312196,-73.94043735,POINT (-73.94043735 40.80312196),13093,7,4,36,16
M0054,ERS,W/S BROADWAY OPP PINE ST,10006,Manhattan,MN01,1,40.7083047,-74.01124835,POINT (-74.01124835 40.7083047),11726,56,4,32,1
B1794,ERS,DUMONT AVE & ELTON ST,11208,Brooklyn,BK05,42,40.66814654,-73.88196763,POINT (-73.88196763 40.66814654),17215,45,2,25,47
B2355,ERS,FOSTER AVE & E 83 ST,11236,Brooklyn,BK18,46,40.64194765,-73.91662099,POINT (-73.91662099 40.64194765),13827,5,2,26,42
R1193,ERS,WESTERN AVE 500' N OF GOETHALS RD N,10303,Staten Island,SI01,49,40.63154669,-74.18508027,POINT (-74.18508027 40.63154669),10371,4,1,13,75
X2727,ERS,PROSPECT AVE & RITTER PL,10459,Bronx,BX03,17,40.83103334,-73.89690018,POINT (-73.89690018 40.83103334),10937,34,5,42,25
Q7108,BARS,MASPETH AVE & 49 ST,11378,Queens,QN05,30,40.72241792,-73.91897308,POINT (-73.91897308 40.72241792),14788,54,3,34,62
R4822,ERS,JOLINE AVE & AMBOY RD,10307,Staten Island,SI03,51,40.51351411,-74.23736019,POINT (-74.23736019 40.51351411),10694,15,1,9,77
B0828,ERS,BROADWAY OPP WOODBINE ST,11221,Brooklyn,BK03,34,40.68864092,-73.92055013,POINT (-73.92055013 40.68864092),18181,69,2,17,53
X4289,ERS,VINCENT AVE & FAIRMOUNT AVE,10465,Bronx,BX10,13,40.83604968,-73.82108092,POINT (-73.82108092 40.83604968),11274,43,5,12,28
B2068,ERS,GLENMORE AVE & ATKINS AVE,11208,Brooklyn,BK05,37,40.67565737,-73.87927528,POINT (-73.87927528 40.67565737),17215,45,2,37,47
Q6152,BARS,38 AVE & CLEARVIEW XWAY E SVC RD/207 ST,11361,Queens,QN11,19,40.7645271,-73.7794321,POINT (-73.7794321 40.7645271),14196,26,3,20,69
R2669,BARS,GUYON AVE & MEDINA ST,10306,Staten Island,SI03,50,40.55998257,-74.11937727,POINT (-74.11937727 40.55998257),10693,15,1,14,76
R1783,BARS,SOUTH GANNON AVE & MANN AVE,10314,Staten Island,SI02,49,40.60769697,-74.13304142,POINT (-74.13304142 40.60769697),10700,30,1,14,75
M0696,ERS,5 AVE & E 32 ST,10001,Manhattan,MN05,4,40.74715233,-73.98549602,POINT (-73.98549602 40.74715233),12078,11,4,51,8
B1232,ERS,FLATBUSH AVE & PARK PL,11217,Brooklyn,BK06,39,40.67752281,-73.97271615,POINT (-73.97271615 40.67752281),17619,16,2,48,50
Q6545,ERS,77 RD & VLEIGH PL,11367,Queens,QN08,24,40.7201404,-73.82060844,POINT (-73.82060844 40.7201404),14509,25,3,24,65
Q7844,ERS,ROOSEVELT AVE & 75 ST,11373,Queens,QN03,25,40.74694194,-73.89050129,POINT (-73.89050129 40.74694194),14784,65,3,5,73
R0261,BARS,HARRISON ST & BROWNELL ST,10304,Staten Island,SI01,49,40.62424617,-74.07533163,POINT (-74.07533163 40.62424617),10691,4,1,13,74
Q7106,BARS,54 AVE & VERNON BLVD,11101,Queens,QN02,26,40.74022621,-73.95485664,POINT (-73.95485664 40.74022621),16858,53,3,33,66
Q6631,BARS,DALNY RD & SOMERSET ST,11432,Queens,QN08,24,40.71604397,-73.78010389,POINT (-73.78010389 40.71604397),24340,25,3,24,65
Q5531,BARS,89 AVE & 213 ST,11427,Queens,QN13,23,40.72437938,-73.75119015,POINT (-73.75119015 40.72437938),24336,63,3,16,63
Q5036,BARS,107 AVE & 173 ST,11433,Queens,QN12,27,40.70069854,-73.78320042,POINT (-73.78320042 40.70069854),24668,41,3,6,61
Q7869,ERS,37 AVE & 85 ST,11372,Queens,QN03,21,40.75003979,-73.88151992,POINT (-73.88151992 40.75003979),14783,65,3,5,73
R1268,BARS,HYLAN BLVD & OLD TOWN RD,10305,Staten Island,SI02,50,40.59589012,-74.08587512,POINT (-74.08587512 40.59589012),10692,30,1,14,76
B1966,ERS,COZINE AVE & SCHENCK AVE,11207,Brooklyn,BK05,42,40.65694513,-73.88081254,POINT (-73.88081254 40.65694513),17214,45,2,25,47
R0535,ERS,SLOSSON AVE & RICE AVE,10301,Staten Island,SI01,49,40.61787405,-74.11787188,POINT (-74.11787188 40.61787405),10369,4,1,13,74
B3108,ERS,AVENUE M & E 45 ST,11234,Brooklyn,BK18,45,40.62106028,-73.93195076,POINT (-73.93195076 40.62106028),13825,5,2,26,38
Q3268,ERS,55 AVE & 111 ST,11368,Queens,QN04,21,40.74218041,-73.85086918,POINT (-73.85086918 40.74218041),14510,66,3,21,68
Q9938,BARS,53 AVE & 192 ST,11365,Queens,QN11,20,40.74653743,-73.7863539,POINT (-73.7863539 40.74653743),14507,26,3,3,69
Q4954,ERS,MYRTLE AVE & 64 ST,11385,Queens,QN05,30,40.70096396,-73.89244823,POINT (-73.89244823 40.70096396),15310,54,3,34,62
B0778,ERS,WILLOUGHBY AVE & BROADWAY,11221,Brooklyn,BK04,36,40.69579115,-73.93311863,POINT (-73.93311863 40.69579115),18181,69,2,49,52
X2318,ERS,WESTCHESTER AVE & E 158 ST,10455,Bronx,BX01,17,40.81890186,-73.90310327,POINT (-73.90310327 40.81890186),10933,49,5,43,23
Q0181,BARS,JFK - BLDG 89 COR OF 147 ST & 150 AVE,11430,Queens,JFK,28,40.66174228,-73.79326397,POINT (-73.79326397 40.66174228),24339,64,3,46,71
R0938,BARS,HOUSEMAN AVE AND LA SALLE ST,10303,Staten Island,SI01,49,40.63596282,-74.14848372,POINT (-74.14848372 40.63596282),10371,4,1,13,75
Q5326,BARS,HILLSIDE AVE & 198 ST,11423,Queens,QN08,23,40.71889039,-73.76446952,POINT (-73.76446952 40.71889039),24332,25,3,16,61
Q6294,BARS,BELL BLVD & 212 ST,11360,Queens,QN07,19,40.78855466,-73.78233102,POINT (-73.78233102 40.78855466),14195,22,3,20,67
Q9484,ERS,58 AVE & 146 ST,11355,Queens,QN07,20,40.74450011,-73.82180826,POINT (-73.82180826 40.74450011),14190,22,3,3,67
Q5019,ERS,LINDEN BLVD & 165 ST,11433,Queens,QN12,27,40.68964775,-73.78409904,POINT (-73.78409904 40.68964775),24669,41,3,6,71
Q0168,BARS,JFK - KLM CARGO PLZ BLDG 87 S/E COR,11430,Queens,JFK,28,40.66092171,-73.79541095,POINT (-73.79541095 40.66092171),24339,64,3,46,71
X2510,ERS,KELLY ST & E 165 ST,10459,Bronx,BX02,17,40.8238923,-73.89584772,POINT (-73.89584772 40.8238923),10937,8,5,43,24
Q6477,BARS,ELKMONT AVE & 251 ST,11426,Queens,QN13,23,40.74581963,-73.72048827,POINT (-73.72048827 40.74581963),24335,63,3,16,63
R2958,ERS,RICHMOND AVE 150' S OF PLATINUM AVE,10314,Staten Island,SI02,51,40.57861671,-74.16929891,POINT (-74.16929891 40.57861671),10700,30,1,9,75
Q1644,ERS,164 AVE & 91 ST,11414,Queens,QN10,32,40.65053953,-73.83971464,POINT (-73.83971464 40.65053953),15314,62,3,41,64
M1766,ERS,BENNETT AVE & W 184 ST,10033,Manhattan,MN12,10,40.85233938,-73.93571594,POINT (-73.93571594 40.85233938),13091,47,4,39,22
R0523,ERS,SLOSSON AVE & DRAKE AVE,10314,Staten Island,SI01,49,40.61919279,-74.11850616,POINT (-74.11850616 40.61919279),10369,4,1,14,74
Q6201,BARS,27 AVE & 203 ST,11360,Queens,QN11,19,40.7740064,-73.78849108,POINT (-73.78849108 40.7740064),14195,26,3,20,69
Q5501,BARS,HILLSIDE AVE & 208 ST,11427,Queens,QN13,23,40.72209073,-73.7579743,POINT (-73.7579743 40.72209073),24336,63,3,16,63
B3418,ERS,HIGHLAWN AVE & W 7 ST,11223,Brooklyn,BK11,47,40.60337021,-73.97982697,POINT (-73.97982697 40.60337021),18183,1,2,45,37
M1569,ERS,RIVERSIDE DR & W 136 ST,10027,Manhattan,MN09,7,40.82170673,-73.95679638,POINT (-73.95679638 40.82170673),12428,37,4,23,19
Q4626,BARS,WOODSIDE AVE & 74 ST,11377,Queens,QN04,25,40.74317158,-73.89096104,POINT (-73.89096104 40.74317158),14787,66,3,5,68
M0442,ERS,AVENUE D & E 8 ST,10009,Manhattan,MN03,2,40.72369147,-73.97603287,POINT (-73.97603287 40.72369147),11729,70,4,50,5
Q4153,ERS,75 AVE & 62 ST,11385,Queens,QN05,30,40.69873986,-73.89304076,POINT (-73.89304076 40.69873986),15310,54,3,34,62
Q3001,BARS,38 ST & HUNTERS POINT AVE,11101,Queens,QN02,26,40.7368694,-73.92849385,POINT (-73.92849385 40.7368694),16858,53,3,33,66
X4907,ERS,BAINBRIDGE AVE & E 199 ST,10458,Bronx,BX07,15,40.86947535,-73.88625054,POINT (-73.88625054 40.86947535),10936,24,5,40,34
R4452,ERS,POILLON AVE & HYLAN BLVD,10312,Staten Island,SI03,51,40.52673561,-74.17475999,POINT (-74.17475999 40.52673561),10699,15,1,9,77
R1529,ERS,MELBA ST & HOLDEN BLVD,10314,Staten Island,SI02,50,40.60435112,-74.12469206,POINT (-74.12469206 40.60435112),10700,30,1,14,75
Q5966,ERS,148 DRIVE & HOOK CREEK BLVD,11422,Queens,QN13,31,40.65351201,-73.72647197,POINT (-73.72647197 40.65351201),24018,63,3,47,63
R3241,BARS,GURLEY AVE & ARMSTRONG AVE,10308,Staten Island,SI03,51,40.56003557,-74.16246055,POINT (-74.16246055 40.56003557),10695,15,1,9,76
Q5080,ERS,112 AVE & 179 ST,11433,Queens,QN12,27,40.69710884,-73.77250789,POINT (-73.77250789 40.69710884),24668,41,3,6,71
Q9701,BARS,68 AVE & FRESH MEADOWS LA,11365,Queens,QN08,24,40.73366402,-73.79470678,POINT (-73.79470678 40.73366402),14507,25,3,24,65
B1478,ERS,8 AVE & 48 ST,11220,Brooklyn,BK12,38,40.64223576,-74.00254487,POINT (-74.00254487 40.64223576),18180,9,2,7,45
X2590,ERS,WASHINGTON AVE & E 168 ST,10456,Bronx,BX03,16,40.83138421,-73.90683775,POINT (-73.90683775 40.83138421),10934,34,5,42,25
M1826,ERS,PARK TERRACE EAST AND 215TH ST,10034,Manhattan,MN12,10,40.87022995,-73.91698775,POINT (-73.91698775 40.87022995),13092,47,4,39,22
B0208,ERS,BROADWAY & BERRY ST,11211,Brooklyn,BK01,33,40.71048246,-73.96549209,POINT (-73.96549209 40.71048246),17613,36,2,30,56
Q5254,BARS,HILLSIDE AVE & 184 PL,11432,Queens,QN08,27,40.71426199,-73.77712347,POINT (-73.77712347 40.71426199),24332,41,3,6,61
Q9719,BARS,HARDING XWAY S & UTOPIA PWAY,11365,Queens,QN08,24,40.73883925,-73.79277363,POINT (-73.79277363 40.73883925),14507,25,3,24,65
X4477,ERS,TILLOTSON AVE & WICKHAM AVE,10469,Bronx,BX12,12,40.8777217,-73.84178439,POINT (-73.84178439 40.8777217),11607,29,5,2,30
Q5215,ERS,SUTTER AVE & LEFFERTS BLVD,11420,Queens,QN10,32,40.67417408,-73.81974314,POINT (-73.81974314 40.67417408),24016,62,3,46,64
B1537,ERS,BEVERLEY RD & ARGYLE RDS,11226,Brooklyn,BK14,40,40.64403744,-73.96674777,POINT (-73.96674777 40.64403744),17620,60,2,11,43
R0997,ERS,LOCKMAN AVE & ROXBURY ST,10303,Staten Island,SI01,49,40.63352485,-74.16165631,POINT (-74.16165631 40.63352485),10371,4,1,13,75
R2977,ERS,ARELLE LA & GREGORY LA/RVFD,10314,Staten Island,SI02,51,40.57790296,-74.16035638,POINT (-74.16035638 40.57790296),10700,30,1,9,75
X4346,ERS,STILLWELL AVE & BOLLER AVE,10475,Bronx,BX10,12,40.86121296,-73.82511261,POINT (-73.82511261 40.86121296),12344,43,5,2,28
M0026,ERS,OLD SLIP & SOUTH ST,10005,Manhattan,MN01,1,40.70331645,-74.00776552,POINT (-74.00776552 40.70331645),11726,56,4,32,1
Q6953,BARS,32 AVE & 150 PL,11354,Queens,QN07,19,40.77021174,-73.81471174,POINT (-73.81471174 40.77021174),13832,22,3,20,67
B1601,ERS,CLARKSON AVE & UTICA AVE,11203,Brooklyn,BK09,41,40.65661036,-73.93090355,POINT (-73.93090355 40.65661036),16866,17,2,17,44
Q9585,ERS,ASCAN AVE & LOUBET ST,11375,Queens,QN06,29,40.71106246,-73.84516858,POINT (-73.84516858 40.71106246),14786,40,3,28,70
