BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
R0965,BARS,VAN NAME AVE & FOREST AVE,10303,Staten Island,SI01,49,40.62569273,-74.15499819,POINT (-74.15499819 40.62569273),10371,4,1,13,75
R2614,ERS,TYSENS LA & CLAWSON ST,10306,Staten Island,SI03,50,40.56492164,-74.11804055,POINT (-74.11804055 40.56492164),10693,30,1,14,76
R0681,ERS,MC CLEAN AVE & LILY POND AVE,10305,Staten Island,GNRA,50,40.59893486,-74.06375933,POINT (-74.06375933 40.59893486),10692,30,1,14,76
Q4975,BARS,HARDING XWAY S & 166 ST,11365,Queens,QN08,24,40.73798358,-73.80263126,POINT (-73.80263126 40.73798358),14507,25,3,24,65
R0818,ERS,BRISTOL AVE & LITTLE CLOVE RD,10301,Staten Island,SI01,49,40.6116718,-74.10962323,POINT (-74.10962323 40.6116718),10369,4,1,13,74
B1940,ERS,FULTON ST & ELDERTS LA,11421,Queens,QN09,37,40.68526956,-73.86659848,POINT (-73.86659848 40.68526956),24017,46,3,34,60
B0705,ERS,PORTER AVE & THAMES ST,11237,Brooklyn,BK01,34,40.70548143,-73.92825469,POINT (-73.92825469 40.70548143),13828,36,2,30,56
Q4068,BARS,26 AVE & 212 ST,11360,Queens,QN07,19,40.77816042,-73.77769355,POINT (-73.77769355 40.77816042),14195,22,3,20,67
X3748,ERS,JOHNSON AVE & W 235 ST,10463,Bronx,BX08,11,40.88565778,-73.90998149,POINT (-73.90998149 40.88565778),11272,48,5,40,33
Q4106,ERS,GATES AVE & FAIRVIEW AVE,11385,Queens,QN05,30,40.70636143,-73.9052554,POINT (-73.9052554 40.70636143),15310,54,3,34,62
Q6893,ERS,121 AVE & 233 ST,11413,Queens,QN13,27,40.6851211,-73.73222006,POINT (-73.73222006 40.6851211),24018,63,3,6,63
R0254,ERS,VAN DUZER ST & WILLIAM ST,10304,Staten Island,SI01,49,40.63098034,-74.07785239,POINT (-74.07785239 40.63098034),10691,4,1,13,74
B0129,BARS,METROPOLITAN AVE & MARCY AVE,11211,Brooklyn,BK01,33,40.7140717,-73.95433904,POINT (-73.95433904 40.7140717),17613,36,2,30,56
Q6509,BARS,85 AVE & 162 ST,11432,Queens,QN08,24,40.71253893,-73.80259342,POINT (-73.80259342 40.71253893),24340,25,3,24,65
R0496,ERS,ST MARYS AVE & REYNOLDS ST,10305,Staten Island,SI01,49,40.61166476,-74.07654461,POINT (-74.07654461 40.61166476),10692,4,1,13,74
M0809,ERS,LEXINGTON AVE & E 45 ST,10017,Manhattan,MN05,4,40.75336712,-73.97464798,POINT (-73.97464798 40.75336712),12079,71,4,51,9
Q9551,ERS,69 AVE & LOUBET ST,11375,Queens,QN06,29,40.71423227,-73.85385273,POINT (-73.85385273 40.71423227),14786,40,3,28,70
Q5254,BARS,HILLSIDE AVE & 184 PL,11432,Queens,QN12,24,40.71426199,-73.77712347,POINT (-73.77712347 40.71426199),24332,41,3,6,61
Q9751,BARS,PECK AVE & 64 AVE,11365,Queens,QN08,23,40.74139974,-73.77839915,POINT (-73.77839915 40.74139974),14507,25,3,16,65
X2773,ERS,INWOOD AVE & MCCOMBS RD,10452,Bronx,BX04,16,40.84186243,-73.91811181,POINT (-73.91811181 40.84186243),10930,50,5,42,27
B0213,ERS,S 1 ST & BERRY ST,11211,Brooklyn,BK01,34,40.71445515,-73.96320185,POINT (-73.96320185 40.71445515),17613,36,2,30,56
B0834,ERS,BROADWAY & COVERT ST,11233,Brooklyn,BK04,41,40.68479987,-73.913797,POINT (-73.913797 40.68479987),17214,55,2,17,53
Q4693,BARS,UTOPIA PWAY & CRYDERS LA,11360,Queens,QN07,19,40.78922309,-73.79403915,POINT (-73.79403915 40.78922309),14192,22,3,20,67
B3376,ERS,AVENUE W & WEST ST,11223,Brooklyn,BK15,47,40.59266343,-73.97062858,POINT (-73.97062858 40.59266343),18183,32,2,45,36
R3674,ERS,WAINWRIGHT AVE & WILSON AVE,10312,Staten Island,SI03,51,40.54469996,-74.16841321,POINT (-74.16841321 40.54469996),10699,15,1,9,77
B0924,ERS,ATLANTIC AVE & ALBANY AVE,11213,Brooklyn,BK03,36,40.67786257,-73.93862493,POINT (-73.93862493 40.67786257),17615,69,2,49,51
B1186,ERS,MARINE AVE & 93 ST,11209,Brooklyn,BK10,43,40.61923374,-74.03736908,POINT (-74.03736908 40.61923374),17216,10,2,44,41
Q4707,ERS,135 AVE & 140 ST,11436,Queens,QN12,28,40.66797625,-73.79813166,POINT (-73.79813166 40.66797625),24671,41,3,46,71
Q7206,BARS,SKILLMAN AVE & PEARSON PL,11101,Queens,QN02,26,40.74336893,-73.94297614,POINT (-73.94297614 40.74336893),16858,53,3,33,66
Q5314,BARS,104 AVE & 198 ST,11423,Queens,QN12,27,40.7083792,-73.76050986,POINT (-73.76050986 40.7083792),24332,41,3,6,61
B0773,ERS,BROADWAY OPP LINDEN ST,11221,Brooklyn,BK04,34,40.68992392,-73.92280702,POINT (-73.92280702 40.68992392),18181,69,2,17,52
Q6094,ERS,LIBERTY AVE & 134 ST,11419,Queens,QN10,28,40.6914078,-73.81271762,POINT (-73.81271762 40.6914078),24015,62,3,46,64
Q7717,BARS,24 AVE & 96 ST,11369,Queens,QN03,21,40.76625743,-73.87390969,POINT (-73.87390969 40.76625743),14511,65,3,21,73
B1450,ERS,4 AVE & 36 ST,11232,Brooklyn,BK07,38,40.65430911,-74.0044193,POINT (-74.0044193 40.65430911),13515,9,2,7,45
R1848,BARS,LACONIA AVE & SLATER BLVD,10305,Staten Island,SI02,50,40.5824626,-74.09319189,POINT (-74.09319189 40.5824626),10692,30,1,14,76
Q6592,BARS,UNION TPK & 175 ST,11432,Queens,QN08,24,40.72481475,-73.79426627,POINT (-73.79426627 40.72481475),24340,25,3,24,65
Q4801,BARS,HILLSIDE AVE & 168 PL,11432,Queens,QN12,27,40.71035233,-73.7938961,POINT (-73.7938961 40.71035233),24340,25,3,24,65
R2037,BARS,HAMDEN AVE & SOUTH RAILROAD AVE,10306,Staten Island,SI02,50,40.58162838,-74.10568816,POINT (-74.10568816 40.58162838),10693,30,1,14,76
Q7737,BARS,ASTORIA BLVD & 95TH ST,11369,Queens,QN03,21,40.76281789,-73.87419536,POINT (-73.87419536 40.76281789),14511,65,3,21,73
B3025,ERS,AVENUE M & E 23 ST,11210,Brooklyn,BK14,48,40.61887535,-73.9521485,POINT (-73.9521485 40.61887535),17217,60,2,15,43
X3600,ERS,LURTING AVE & DUNCAN ST,10469,Bronx,BX12,12,40.87303043,-73.85655118,POINT (-73.85655118 40.87303043),11607,29,5,2,30
Q1074,BARS,CAFFREY AVE & NEW HAVEN AVES,11691,Queens,QN14,31,40.59951272,-73.74978568,POINT (-73.74978568 40.59951272),20529,51,3,47,59
M1031,ERS,YORK AVE & E 71 ST,10021,Manhattan,MN08,5,40.76616536,-73.9542481,POINT (-73.9542481 40.76616536),12083,23,4,1,11
R2965,ERS,MARSH AV 800'S OF RICHMOND HILL RD/RVFD,10314,Staten Island,SI02,51,40.58380944,-74.16146269,POINT (-74.16146269 40.58380944),10700,30,1,9,75
Q6565,BARS,84 RD & LANDER ST,11435,Queens,QN08,24,40.71280886,-73.81553206,POINT (-73.81553206 40.71280886),24670,25,3,24,65
Q7273,BARS,47 AVE & 28 ST,11101,Queens,QN02,26,40.74353431,-73.93949798,POINT (-73.93949798 40.74353431),16858,53,3,33,66
R3835,ERS,AMBOY RD 125' W OF ACACIA AVE,10308,Staten Island,SI03,51,40.54776228,-74.15615707,POINT (-74.15615707 40.54776228),10695,15,1,9,76
Q5212,ERS,131 AVE & 135 PL,11420,Queens,QN10,28,40.6704874,-73.80265634,POINT (-73.80265634 40.6704874),24016,62,3,46,64
Q9577,ERS,ASCAN AVE & BURNS ST,11375,Queens,QN06,29,40.71726177,-73.84110678,POINT (-73.84110678 40.71726177),14786,40,3,28,70
B2546,ERS,15 AVE & 42 ST,11219,Brooklyn,BK12,39,40.63628461,-73.98363417,POINT (-73.98363417 40.63628461),17621,2,2,27,39
R4718,ERS,INDALE AVE OPP MARINE DR,10309,Staten Island,SI03,51,40.51403096,-74.20396035,POINT (-74.20396035 40.51403096),10696,15,1,9,77
X2836,ERS,METCALF AVE & BRUCKNER BLVD N/B,10473,Bronx,BX09,18,40.82429431,-73.87128433,POINT (-73.87128433 40.82429431),11611,58,5,31,26
B3065,ERS,AVENUE I & E 31 ST,11210,Brooklyn,BK18,45,40.62927664,-73.94632622,POINT (-73.94632622 40.62927664),17217,5,2,26,38
Q4665,ERS,E/S WOODHAVEN BLVD & UNION TPK,11385,Queens,QN06,30,40.70584043,-73.85814714,POINT (-73.85814714 40.70584043),15310,40,3,34,70
B2951,ERS,24 AVE & DAHILL RD,11204,Brooklyn,BK11,44,40.61318637,-73.97489296,POINT (-73.97489296 40.61318637),16867,1,2,18,37
R0085,ERS,JERSEY ST & CASTLETON AVE,10301,Staten Island,SI01,49,40.6363596,-74.08513463,POINT (-74.08513463 40.6363596),10369,4,1,13,74
M0191,ERS,CROSBY ST & HOWARD ST,10013,Manhattan,MN02,1,40.71955245,-74.00062227,POINT (-74.00062227 40.71955245),12076,57,4,32,2
B3389,ERS,KINGS HWY & E 2 ST,11223,Brooklyn,BK15,44,40.60432187,-73.97099041,POINT (-73.97099041 40.60432187),18183,32,2,18,36
R2494,ERS,WALDEN AVE & FOXHOLM ST/RVFD,10306,Staten Island,SI02,50,40.57749335,-74.12021836,POINT (-74.12021836 40.57749335),10693,30,1,14,76
Q4447,BARS,46 AVE & 149 ST,11355,Queens,QN07,20,40.75420918,-73.81221356,POINT (-73.81221356 40.75420918),14190,22,3,3,67
Q1225,ERS,ROCKAWAY BEACH BLVD & BEACH 50 ST,11691,Queens,QN14,31,40.59321095,-73.78071905,POINT (-73.78071905 40.59321095),20529,51,3,47,59
X3930,ERS,DELAFIELD AVE & W 257 ST,10471,Bronx,BX08,11,40.90491422,-73.90379463,POINT (-73.90379463 40.90491422),11609,48,5,40,33
B0241,ERS,UNION AVE & GRAND ST,11211,Brooklyn,BK01,34,40.71095662,-73.95111566,POINT (-73.95111566 40.71095662),17213,36,2,30,56
Q9690,BARS,KEW GARDENS RD & 131 ST,11418,Queens,QN09,29,40.70495813,-73.82177817,POINT (-73.82177817 40.70495813),24014,46,3,28,60
R0185,ERS,BARD AVE & PARSONS PL,10301,Staten Island,SI01,49,40.62810389,-74.105292,POINT (-74.105292 40.62810389),10697,4,1,13,74
X2919,ERS,CLAY AVE & E 173 ST,10457,Bronx,BX04,15,40.84337489,-73.90493736,POINT (-73.90493736 40.84337489),10935,50,5,42,27
Q6410,BARS,HARDING XWAY S & LITTLE NECK PWAY,11362,Queens,QN11,23,40.76380832,-73.72406228,POINT (-73.72406228 40.76380832),14197,26,3,16,69
B1468,ERS,5 AVE & 43 ST,11232,Brooklyn,BK07,38,40.64902242,-74.00624092,POINT (-74.00624092 40.64902242),,9,2,7,45
Q7683,BARS,23 AVE & 89 ST,11369,Queens,QN03,22,40.7676303,-73.88095246,POINT (-73.88095246 40.7676303),14511,65,3,4,73
X2942,ERS,CROTONA AVE & CROTONA PARK N,10457,Bronx,BX06,17,40.8421903,-73.89410151,POINT (-73.89410151 40.8421903),10935,34,5,43,25
B3783,ERS,13 AVE & 40 ST,11218,Brooklyn,BK12,39,40.64006924,-73.98687608,POINT (-73.98687608 40.64006924),17620,2,2,27,39
X4326,ERS,WILKINSON AVE & EDISON AVE,10461,Bronx,BX10,13,40.85173626,-73.83196109,POINT (-73.83196109 40.85173626),11270,43,5,12,28
Q5461,BARS,JAMAICA AVE & LITTLE NECK PWAY,11426,Queens,QN13,23,40.72733282,-73.71066784,POINT (-73.71066784 40.72733282),24335,63,3,16,63
B2598,ERS,18 AVE & E 2 ST,11218,Brooklyn,BK14,44,40.6312759,-73.97604936,POINT (-73.97604936 40.6312759),17620,60,2,18,43
Q2065,ERS,164 AVE & 97 ST,11414,Queens,QN10,32,40.65134899,-73.83405108,POINT (-73.83405108 40.65134899),15314,62,3,41,64
M0436,ERS,1 AVE & E 6 ST,10009,Manhattan,MN03,2,40.72639823,-73.98616358,POINT (-73.98616358 40.72639823),11724,70,4,50,5
R1394,ERS,BRADLEY AVE & VICTORY BLVD,10314,Staten Island,SI01,50,40.61243843,-74.13230552,POINT (-74.13230552 40.61243843),10700,4,1,14,75
R0873,ERS,GRAND AVE & ALPINE AVE,10301,Staten Island,SI01,49,40.61580759,-74.09899609,POINT (-74.09899609 40.61580759),10369,4,1,13,74
Q7758,BARS,30 AVE & 83RD ST,11370,Queens,QN03,22,40.76131542,-73.88546755,POINT (-73.88546755 40.76131542),14781,65,3,4,73
M1665,ERS,AMSTERDAM AVE & W 154 ST,10032,Manhattan,MN09,7,40.83089139,-73.9434719,POINT (-73.9434719 40.83089139),13090,37,4,23,19
X3579,ERS,BAINBRIDGE AVE & E GUN HILL RD,10467,Bronx,BX07,11,40.88107652,-73.87848743,POINT (-73.87848743 40.88107652),11605,24,5,40,34
R0121,ERS,HENDERSON AVE & CASSIDY PL,10301,Staten Island,SI01,49,40.64238921,-74.09320378,POINT (-74.09320378 40.64238921),10369,4,1,13,74
Q7514,BARS,ASTORIA BLVD & 4 ST,11102,Queens,QN01,22,40.77302762,-73.93343259,POINT (-73.93343259 40.77302762),16859,39,3,4,72
Q9797,BARS,67 AVE & 231 ST,11364,Queens,QN11,23,40.74771356,-73.74589502,POINT (-73.74589502 40.74771356),14506,26,3,16,69
B1054,ERS,ROGERS AVE & RUTLAND RD,11225,Brooklyn,BK09,40,40.65922655,-73.95338453,POINT (-73.95338453 40.65922655),13509,17,2,11,44
B0534,ERS,COURT ST & AMITY ST,11201,Brooklyn,BK02,39,40.68836464,-73.99300452,POINT (-73.99300452 40.68836464),16865,14,2,27,48
B3728,ERS,ALBEMARLE RD & OAKLAND PL,11226,Brooklyn,BK17,40,40.64790342,-73.95494795,POINT (-73.95494795 40.64790342),13510,61,2,11,40
Q1053,BARS,NAMEOKE & AUGUSTINA AVES,11691,Queens,QN14,31,40.60691473,-73.75079012,POINT (-73.75079012 40.60691473),20529,51,3,47,59
X3832,ERS,EDENWALD AVE & GUNTHER AVE,10466,Bronx,BX12,12,40.89173853,-73.84895038,POINT (-73.84895038 40.89173853),11275,29,5,2,30
Q2312,ERS,S/B CI PWAY 5/10 MI S OF F LEWIS BLVD,11357,Queens,QN07,19,40.78579941,-73.79789739,POINT (-73.79789739 40.78579941),14192,22,3,20,67
Q4705,BARS,120 AVE & 142 PL,11436,Queens,QN12,28,40.6763181,-73.79833979,POINT (-73.79833979 40.6763181),24671,41,3,46,71
R2816,BARS,HOWTON AVE & LINTON PL,10308,Staten Island,SI03,51,40.55671005,-74.15184099,POINT (-74.15184099 40.55671005),10695,15,1,9,76
Q2875,ERS,149 AVE & WELLER LA,11422,Queens,QN13,31,40.65299057,-73.73434121,POINT (-73.73434121 40.65299057),24018,63,3,47,63
X2273,ERS,GRAND CONCOURSE & E 153 ST,10451,Bronx,BX04,8,40.82112523,-73.92565453,POINT (-73.92565453 40.82112523),10929,50,5,43,27
Q5291,ERS,LINDEN BLVD & 117 ST,11420,Queens,QN10,28,40.67826769,-73.82219037,POINT (-73.82219037 40.67826769),24016,62,3,46,64
R0981,BARS,BUSH AVE & SYLVAN PL,10303,Staten Island,SI01,49,40.63585747,-74.15899797,POINT (-74.15899797 40.63585747),10371,4,1,13,75
Q6549,ERS,W/S MAIN ST & 82 DR,11435,Queens,QN08,24,40.71357997,-73.81688107,POINT (-73.81688107 40.71357997),24670,25,3,24,65
Q1460,BARS,ROCKAWAY PT BLVD 950' W OF BEACH 169 ST,11697,Queens,GNRA,32,40.56603083,-73.88765501,POINT (-73.88765501 40.56603083),20533,52,3,41,58
Q5693,BARS,99  AVE & 212 ST,11429,Queens,QN13,27,40.71444505,-73.74685467,POINT (-73.74685467 40.71444505),24338,63,3,6,63
B0229,BARS,S 1 ST & RODNEY ST,11211,Brooklyn,BK01,34,40.71132376,-73.95463607,POINT (-73.95463607 40.71132376),17613,36,2,30,56
R1784,ERS,WESTWOOD AVE & BRADLEY AVE,10314,Staten Island,SI02,49,40.60559349,-74.13177398,POINT (-74.13177398 40.60559349),10700,30,1,13,75
B0996,ERS,LEWIS AVE & FULTON ST,11233,Brooklyn,BK03,36,40.67956341,-73.93435067,POINT (-73.93435067 40.67956341),17615,69,2,49,52
R1276,BARS,PIEDMONT AVE & HYLAN BLVD,10305,Staten Island,SI02,50,40.60274035,-74.07428602,POINT (-74.07428602 40.60274035),10692,30,1,14,76
R1134,ERS,NORTHFIELD AVE & FOREST AVE,10303,Staten Island,SI01,49,40.62781204,-74.16881507,POINT (-74.16881507 40.62781204),10371,4,1,13,75
Q7324,ERS,39 AVE & WOODSIDE AVE,11104,Queens,QN02,26,40.74925806,-73.90993945,POINT (-73.90993945 40.74925806),14787,53,3,33,66
Q7122,BARS,46 AVE & 5 ST,11101,Queens,QN02,26,40.74733408,-73.95504971,POINT (-73.95504971 40.74733408),16858,53,3,33,66
B0155,BARS,METROPOLITAN AVE & GRAHAM AVE,11211,Brooklyn,BK01,34,40.7145316,-73.94438747,POINT (-73.94438747 40.7145316),17613,36,2,30,56
M1551,ERS,5 AVE & E 134 ST,10037,Manhattan,MN11,9,40.81214764,-73.93794337,POINT (-73.93794337 40.81214764),13095,7,4,36,16
R1318,BARS,VEDDER AVE & WILLOWBROOK RD,10302,Staten Island,SI01,50,40.62066652,-74.14458466,POINT (-74.14458466 40.62066652),10370,4,1,14,75
B0846,ERS,HOPKINSON AVE/BOYLAND ST & HULL ST,11233,Brooklyn,BK16,41,40.67915573,-73.9136077,POINT (-73.9136077 40.67915573),13516,55,2,17,46
Q6656,BARS,87 RD & CHELSEA STS,11432,Queens,QN08,24,40.71598539,-73.7764139,POINT (-73.7764139 40.71598539),24340,25,3,24,65
M1318,ERS,1 AVE & E 108 ST,10029,Manhattan,MN11,8,40.79090496,-73.93913198,POINT (-73.93913198 40.79090496),12426,7,4,35,14
M0979,ERS,3 AVE & E 66 ST,10021,Manhattan,MN08,4,40.76591119,-73.96340154,POINT (-73.96340154 40.76591119),10090,23,4,51,11
B3410,ERS,AVENUE U & W 4 ST,11223,Brooklyn,BK11,47,40.59671921,-73.97558819,POINT (-73.97558819 40.59671921),18183,1,2,45,37
Q6939,BARS,42 AVE & FRANCIS LEWIS BLVD,11361,Queens,QN11,19,40.75962051,-73.78411083,POINT (-73.78411083 40.75962051),14196,26,3,20,69
R3016,BARS,HYLAN BLVD & MALONE AVE,10306,Staten Island,SI03,50,40.55943869,-74.12480288,POINT (-74.12480288 40.55943869),10693,15,1,14,76
B2152,ERS,GLENWOOD RD & E 101 ST,11236,Brooklyn,BK18,46,40.64710809,-73.89926539,POINT (-73.89926539 40.64710809),13827,5,2,8,42
Q6544,ERS,77 AVE & VLEIGH PL,11367,Queens,QN08,24,40.72100801,-73.82016662,POINT (-73.82016662 40.72100801),14509,25,3,24,65
R1550,ERS,MANOR RD & HOLDEN BLVD,10314,Staten Island,SI02,50,40.60453003,-74.1207823,POINT (-74.1207823 40.60453003),10700,30,1,14,75
B1653,ERS,HOPKINSON AVE/BOYLAND ST & DEAN ST,11233,Brooklyn,BK16,41,40.67499038,-73.91393811,POINT (-73.91393811 40.67499038),13516,55,2,17,46
R1571,ERS,WESTWOOD AVE & LAGUARDIA AVE,10314,Staten Island,SI02,50,40.60661589,-74.11814041,POINT (-74.11814041 40.60661589),10700,30,1,14,76
Q5012,ERS,LIBERTY AVE & BREWER BLVD,11433,Queens,QN12,28,40.70123737,-73.79463942,POINT (-73.79463942 40.70123737),24672,41,3,6,61
Q5505,BARS,93 AVE & 208 ST,11428,Queens,QN13,23,40.7170255,-73.75418824,POINT (-73.75418824 40.7170255),24337,63,3,16,63
Q4219,ERS,GRAND AVE & REMSEN PL,11378,Queens,QN05,30,40.72368206,-73.89960909,POINT (-73.89960909 40.72368206),14788,54,3,34,62
R2785,ERS,MERRYMOUNT ST & NOME AVE,10314,Staten Island,SI02,51,40.58807622,-74.16126386,POINT (-74.16126386 40.58807622),10700,30,1,9,75
Q5335,BARS,JAMAICA AVE & 191 ST,11423,Queens,QN12,23,40.71260178,-73.76875223,POINT (-73.76875223 40.71260178),24332,41,3,16,61
M1886,ERS,159 ST & HARLEM RV DR SVC/RD,10039,Manhattan,MN10,9,40.83178228,-73.93561315,POINT (-73.93561315 40.83178228),13097,18,4,36,20
B1535,ERS,CHURCH AVE & BUCKINGHAM RD/E 16 ST,11226,Brooklyn,BK14,40,40.64865669,-73.96480336,POINT (-73.96480336 40.64865669),13510,60,2,11,43
B3324,ERS,AVENUE O & E 17 ST,11230,Brooklyn,BK14,48,40.61316506,-73.95718596,POINT (-73.95718596 40.61316506),13513,60,2,15,43
M0343,ERS,GREENE ST & HOUSTON ST,10012,Manhattan,MN02,1,40.72616747,-73.99836119,POINT (-73.99836119 40.72616747),12075,57,4,32,3
X2395,ERS,GRAND CONCOURSE & E 163 ST,10451,Bronx,BX04,16,40.82854339,-73.92156517,POINT (-73.92156517 40.82854339),10929,50,5,42,27
Q9695,ERS,HILLSIDE AVE & 136 ST,11418,Queens,QN09,29,40.70394733,-73.81832992,POINT (-73.81832992 40.70394733),24014,46,3,28,60
B0276,BARS,TEN EYCK ST & WATERBURY ST,11206,Brooklyn,BK01,34,40.71118156,-73.9376811,POINT (-73.9376811 40.71118156),17213,36,2,30,56
M1692,ERS,ST NICHOLAS AVE & W 164 ST,10032,Manhattan,MN12,7,40.8377142,-73.93999395,POINT (-73.93999395 40.8377142),13090,47,4,23,21
Q6062,ERS,LIBERTY AVE & 130 ST,11419,Queens,QN10,28,40.68959989,-73.81554789,POINT (-73.81554789 40.68959989),24015,62,3,46,64
B2637,ERS,5 AVE & 61 ST,11220,Brooklyn,BK07,38,40.63889901,-74.01676837,POINT (-74.01676837 40.63889901),18180,9,2,7,45
X3903,ERS,GOODRIDGE AVE & FIELDSTON RD,10471,Bronx,BX08,11,40.8953013,-73.9042703,POINT (-73.9042703 40.8953013),11609,48,5,40,33
R3552,ERS,NW COR DOVER GREEN VILLAGE GREENS,10312,Staten Island,SI03,51,40.55810096,-74.19767959,POINT (-74.19767959 40.55810096),10699,15,1,9,77
R4061,BARS,HUGUENOT AVE & RAILROAD CROSSING,10312,Staten Island,SI03,51,40.53308358,-74.19230342,POINT (-74.19230342 40.53308358),10699,15,1,9,77
X4948,ERS,PALISADE AV 200' S OF W 261 ST/GATE HSE,10471,Bronx,BX08,11,40.91201402,-73.90778371,POINT (-73.90778371 40.91201402),11609,48,5,40,33
B3676,ERS,EVERETT AVE & GERRITSEN AVE,11229,Brooklyn,BK18,46,40.59314879,-73.92547148,POINT (-73.92547148 40.59314879),13512,5,2,8,38
Q6738,BARS,COMMONWEALTH BLVD & 87 DR,11426,Queens,QN13,23,40.72964459,-73.71977982,POINT (-73.71977982 40.72964459),24335,63,3,16,63
R3498,BARS,CLEVELAND AVE & MONTICELLO TERR,10308,Staten Island,SI03,51,40.54570141,-74.14673215,POINT (-74.14673215 40.54570141),10695,15,1,9,76
M0244,ERS,MADISON ST 100' E OF GOUVERNEUR ST,10002,Manhattan,MN03,2,40.71320069,-73.98338321,POINT (-73.98338321 40.71320069),11723,70,4,50,4
B2756,ERS,10 AVE & 83 ST,11228,Brooklyn,BK10,43,40.61977704,-74.01873295,POINT (-74.01873295 40.61977704),13511,10,2,44,41
M1168,ERS,WEST END AVE & W 87 ST,10024,Manhattan,MN07,6,40.78955777,-73.97736044,POINT (-73.97736044 40.78955777),12421,20,4,19,15
R0144,BARS,CLINTON AVE & FILMORE ST,10301,Staten Island,SI01,49,40.64321326,-74.09829657,POINT (-74.09829657 40.64321326),10369,4,1,13,74
X3922,ERS,INDEPENDENCE AVE & W 254 ST,10471,Bronx,BX08,11,40.9030353,-73.91012035,POINT (-73.91012035 40.9030353),11609,48,5,40,33
Q9735,BARS,HARDING XWAY N & 187 ST,11365,Queens,QN11,20,40.74091641,-73.7878454,POINT (-73.7878454 40.74091641),14507,26,3,3,69
Q9830,ERS,95 AVE & CRESSKILL PL,11435,Queens,QN12,27,40.69706903,-73.81067107,POINT (-73.81067107 40.69706903),24670,41,3,46,61
Q9653,ERS,METROPOLITAN AVE & PARK LA S,11415,Queens,,30,40.70795705,-73.83714703,POINT (-73.83714703 40.70795705),24014,38,3,28,60
Q4005,BARS,218 ST & 31 RD,11360,Queens,QN11,19,40.77556383,-73.76792319,POINT (-73.76792319 40.77556383),14195,26,3,20,69
B2555,ERS,12 AVE & 53 ST,11219,Brooklyn,BK12,44,40.63411431,-73.99664939,POINT (-73.99664939 40.63411431),17621,2,2,18,39
B0345,BARS,HUMBOLDT ST & SEIGEL ST,11206,Brooklyn,BK01,34,40.70463618,-73.9410301,POINT (-73.9410301 40.70463618),17213,36,2,30,56
Q5667,BARS,MURDOCK AVE & 207 ST,11429,Queens,QN13,27,40.70182648,-73.74768318,POINT (-73.74768318 40.70182648),15311,63,3,6,63
M0330,ERS,W/S WASHINGTON ST 500' N OF SPRING ST,10013,Manhattan,MN02,3,40.72738997,-74.00974347,POINT (-74.00974347 40.72738997),12076,57,4,10,1
Q9502,ERS,WOODHAVEN BLVD & 62 AVE,11374,Queens,QN05,29,40.72705885,-73.87063185,POINT (-73.87063185 40.72705885),14785,54,3,28,62
B2711,ERS,7 AVE & 64 ST,11220,Brooklyn,BK10,38,40.634564,-74.01410878,POINT (-74.01410878 40.634564),18180,10,2,7,41
Q8559,ERS,N/S ATLANTIC AVE & 88 ST,11421,Queens,QN09,32,40.68684614,-73.85399747,POINT (-73.85399747 40.68684614),24017,46,3,41,60
X2176,ERS,E 141 ST & FEISS BLVD/WALNUT AVE,10454,Bronx,BX01,17,40.8045206,-73.90663993,POINT (-73.90663993 40.8045206),10932,49,5,43,23
B3113,ERS,AVENUE H & E 48 ST,11234,Brooklyn,BK18,45,40.6327259,-73.93031282,POINT (-73.93031282 40.6327259),13825,5,2,26,38
B3638,ERS,JAFFRAY ST 400' S OF SHORE BLVD,11235,Brooklyn,BK15,48,40.57989739,-73.94307186,POINT (-73.94307186 40.57989739),13826,32,2,15,36
Q4831,ERS,94 AVE & SUTPHIN BLVD,11435,Queens,QN12,27,40.69901551,-73.80695729,POINT (-73.80695729 40.69901551),24670,41,3,6,61
Q3005,BARS,N/S BQE & 46 ST,11377,Queens,QN02,26,40.73542931,-73.92012394,POINT (-73.92012394 40.73542931),14787,53,3,33,66
R4858,ERS,HYLAN BLVD & BRIGHTON ST,10307,Staten Island,SI03,51,40.50446942,-74.24345049,POINT (-74.24345049 40.50446942),10694,15,1,9,77
X2985,ERS,WALTON AVE & E 177 ST,10453,Bronx,BX05,14,40.8498991,-73.90917588,POINT (-73.90917588 40.8498991),10931,6,5,29,29
X3135,ERS,PROSPECT AVE & OAKLAND PL,10460,Bronx,BX06,15,40.84632865,-73.88734086,POINT (-73.88734086 40.84632865),11269,35,5,22,31
R0537,ERS,COLLEGE AVE & BROOKSIDE AVE,10310,Staten Island,SI01,50,40.62229155,-74.12077339,POINT (-74.12077339 40.62229155),10700,4,1,13,74
Q5984,ERS,145 AVE & 223 ST,11413,Queens,QN13,31,40.6635694,-73.7556881,POINT (-73.7556881 40.6635694),15313,63,3,47,63
M1125,ERS,CENTRAL PARK W & W 81 ST,10024,Manhattan,,6,40.78202148,-73.97172306,POINT (-73.97172306 40.78202148),,20,4,19,12
X3339,ERS,JEROME AVE & E FORDHAM RD,10468,Bronx,BX07,14,40.86275638,-73.90107967,POINT (-73.90107967 40.86275638),11606,6,5,29,29
