,geoid,White,Black | Afr American,American Indian|Alaska Native,Asian,Native Hawaiian,Other race,Hispanic|Latino (any race),Asian:Asian Indian,Asian:Chinese,Asian:Filipino,Asian:Japanese,Asian:Korean,Asian:Vietnamese,Asian:Other Asian,Hispanic|Latino: Mexican,Hispanic|Latino: Puerto Rican,Hispanic|Latino: Cuban,total_population,incident_year,Two races,gas_leaks,gas_leaks_per_person
1149,36061011000,38743.0,1617.0,0.0,3697.0,0.0,249.0,3303.0,541.0,979.0,754.0,519.0,655.0,0.0,249.0,1046.0,385.0,185.0,44705.0,12093,399.0,125,0.002796107817917459
1150,36061011100,16903.0,2225.0,94.0,6700.0,0.0,1216.0,5063.0,814.0,2122.0,414.0,247.0,1913.0,136.0,1054.0,1329.0,633.0,308.0,27455.0,12093,317.0,96,0.003496630850482608
1151,36061011201,685.0,10.0,7.0,69.0,14.0,0.0,30.0,16.0,21.0,0.0,16.0,16.0,0.0,0.0,0.0,14.0,0.0,792.0,2015,7.0,1,0.0012626262626262627
1152,36061011202,1515.0,24.0,0.0,160.0,0.0,0.0,61.0,49.0,51.0,0.0,0.0,60.0,0.0,0.0,0.0,19.0,0.0,1699.0,12093,0.0,18,0.01059446733372572
1153,36061011203,5629.0,183.0,0.0,1208.0,0.0,144.0,451.0,207.0,453.0,104.0,94.0,88.0,0.0,262.0,105.0,66.0,0.0,7228.0,12093,64.0,35,0.0048422800221361376
1154,36061011300,231.0,134.0,0.0,426.0,0.0,0.0,47.0,46.0,185.0,0.0,18.0,177.0,0.0,0.0,12.0,29.0,0.0,821.0,12093,30.0,35,0.04263093788063337
1155,36061011401,6704.0,71.0,0.0,508.0,0.0,0.0,175.0,50.0,234.0,77.0,0.0,24.0,0.0,123.0,10.0,16.0,30.0,7354.0,12093,71.0,44,0.005983138428066358
1156,36061011402,11486.0,60.0,8.0,1291.0,0.0,115.0,557.0,453.0,417.0,128.0,75.0,121.0,8.0,89.0,162.0,44.0,116.0,13162.0,12093,202.0,48,0.003646862179000152
1157,36061011500,10351.0,2007.0,39.0,5043.0,0.0,791.0,4216.0,1047.0,1868.0,219.0,532.0,972.0,111.0,294.0,879.0,1066.0,297.0,18876.0,12093,645.0,53,0.002807798262343717
1158,36061011600,14468.0,1830.0,104.0,2848.0,57.0,172.0,1070.0,438.0,1610.0,116.0,53.0,537.0,14.0,80.0,162.0,356.0,60.0,20196.0,12093,717.0,30,0.0014854426619132501
1159,36061011700,4529.0,512.0,30.0,1476.0,0.0,636.0,1745.0,412.0,421.0,25.0,11.0,430.0,71.0,106.0,92.0,699.0,63.0,7388.0,4031,205.0,4,0.0005414185165132648
1160,36061011800,49394.0,122.0,0.0,4648.0,0.0,15.0,2610.0,1520.0,1520.0,199.0,374.0,956.0,0.0,79.0,266.0,97.0,57.0,54718.0,12093,539.0,95,0.0017361745677839102
1161,36061011900,2218.0,2393.0,0.0,117.0,12.0,311.0,1368.0,13.0,17.0,0.0,0.0,37.0,0.0,50.0,29.0,871.0,57.0,5116.0,10080,65.0,32,0.006254886630179828
1162,36061012000,18585.0,543.0,75.0,736.0,0.0,46.0,1106.0,0.0,17.0,127.0,58.0,235.0,0.0,299.0,34.0,351.0,27.0,19985.0,12093,0.0,70,0.0035026269702276708
1163,36061012100,36858.0,2866.0,39.0,5664.0,0.0,2413.0,8696.0,1255.0,2265.0,247.0,850.0,645.0,0.0,402.0,487.0,3010.0,400.0,48585.0,12093,745.0,236,0.004857466296181949
1164,36061012200,17977.0,0.0,0.0,234.0,0.0,22.0,987.0,0.0,56.0,33.0,0.0,127.0,0.0,18.0,170.0,119.0,0.0,18233.0,12093,0.0,63,0.0034552734053639005
1165,36061012400,46373.0,2266.0,28.0,7862.0,59.0,3674.0,6660.0,2658.0,1797.0,1105.0,459.0,1603.0,0.0,240.0,612.0,1177.0,61.0,61264.0,12093,1002.0,61,0.000995690780882737
1166,36061012500,8926.0,337.0,21.0,4866.0,0.0,224.0,1171.0,1194.0,2007.0,0.0,1082.0,395.0,28.0,160.0,287.0,310.0,51.0,14541.0,12093,167.0,40,0.002750842445498934
1167,36061012600,59968.0,1228.0,665.0,8782.0,32.0,1020.0,4064.0,4749.0,1502.0,1475.0,617.0,75.0,315.0,49.0,144.0,810.0,430.0,73315.0,12093,1620.0,215,0.002932551319648094
1168,36061012700,26277.0,2116.0,626.0,6206.0,0.0,3194.0,9681.0,359.0,2485.0,1981.0,340.0,412.0,0.0,629.0,1720.0,2805.0,663.0,38945.0,12093,526.0,226,0.005803055591218385
1169,36061012800,33081.0,44.0,0.0,807.0,0.0,419.0,2483.0,338.0,140.0,96.0,34.0,199.0,0.0,0.0,124.0,488.0,94.0,35314.0,12093,963.0,92,0.0026051990711898963
1170,36061012900,24124.0,1965.0,81.0,6680.0,0.0,1953.0,5151.0,629.0,3278.0,391.0,372.0,1423.0,42.0,545.0,1126.0,1222.0,451.0,35167.0,12093,364.0,97,0.002758267694145079
1171,36061013000,19456.0,68.0,43.0,934.0,0.0,58.0,843.0,118.0,377.0,317.0,0.0,86.0,0.0,36.0,433.0,206.0,131.0,20981.0,12093,422.0,43,0.0020494733330155856
1172,36061013100,11789.0,676.0,21.0,2822.0,0.0,628.0,2508.0,528.0,1241.0,20.0,439.0,317.0,15.0,262.0,198.0,506.0,327.0,16050.0,12093,114.0,68,0.004236760124610592
1173,36061013200,51706.0,68.0,225.0,3830.0,351.0,3333.0,9609.0,646.0,1075.0,548.0,310.0,598.0,454.0,199.0,1485.0,429.0,553.0,60708.0,12093,1195.0,115,0.001894313764248534
1174,36061013300,20795.0,1571.0,181.0,5126.0,64.0,1790.0,7136.0,1284.0,1865.0,428.0,363.0,558.0,133.0,495.0,720.0,1801.0,426.0,30474.0,12093,947.0,198,0.006497341996455995
1175,36061013400,60022.0,1452.0,0.0,5355.0,0.0,797.0,3604.0,2119.0,1312.0,551.0,548.0,544.0,0.0,281.0,1138.0,793.0,36.0,68645.0,12093,1019.0,197,0.0028698375701070727
1176,36061013500,27020.0,5318.0,122.0,5747.0,0.0,2538.0,14822.0,821.0,2987.0,385.0,563.0,739.0,83.0,169.0,1872.0,6763.0,159.0,41284.0,12093,539.0,165,0.00399670574556729
1177,36061013600,82911.0,1829.0,0.0,5223.0,430.0,1846.0,6756.0,693.0,2509.0,708.0,621.0,358.0,75.0,259.0,1340.0,1285.0,343.0,93406.0,12093,1167.0,141,0.0015095390017771878
1178,36061013700,30614.0,772.0,90.0,6100.0,86.0,748.0,2593.0,1314.0,2619.0,203.0,293.0,975.0,191.0,505.0,922.0,465.0,158.0,39167.0,12093,757.0,103,0.00262976485306508
1179,36061013800,66278.0,1177.0,27.0,7419.0,0.0,58.0,4834.0,2148.0,2376.0,801.0,868.0,716.0,0.0,510.0,25.0,604.0,416.0,76462.0,12093,1503.0,198,0.0025895215924249954
1180,36061013900,37855.0,2562.0,391.0,7027.0,0.0,2499.0,5310.0,1159.0,3733.0,211.0,475.0,600.0,237.0,612.0,1413.0,1106.0,22.0,51927.0,12093,1593.0,144,0.0027731238084233636
1181,36061014000,41849.0,528.0,0.0,3451.0,0.0,203.0,3073.0,1029.0,1074.0,119.0,494.0,673.0,0.0,62.0,199.0,647.0,0.0,46726.0,12093,695.0,156,0.003338612335744553
1182,36061014200,24024.0,71.0,143.0,1164.0,0.0,168.0,1049.0,19.0,879.0,14.0,89.0,145.0,18.0,0.0,321.0,63.0,445.0,26351.0,12093,781.0,55,0.0020872073166103753
1183,36061014300,7.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,19.0,12093,0.0,431,22.68421052631579
1184,36061014401,27628.0,134.0,0.0,2260.0,0.0,219.0,1686.0,649.0,349.0,105.0,0.0,666.0,0.0,491.0,217.0,526.0,121.0,30739.0,12093,498.0,33,0.001073554767559127
1185,36061014402,38632.0,1393.0,0.0,2928.0,0.0,345.0,1204.0,872.0,1077.0,514.0,124.0,304.0,37.0,0.0,303.0,315.0,42.0,43879.0,12093,581.0,89,0.0020283051117846807
1186,36061014500,21593.0,1426.0,0.0,3752.0,0.0,362.0,2691.0,690.0,1505.0,153.0,738.0,349.0,39.0,278.0,597.0,350.0,210.0,27765.0,10076,632.0,27,0.0009724473257698541
1187,36061014601,21324.0,251.0,186.0,3320.0,0.0,372.0,2255.0,493.0,1513.0,20.0,590.0,462.0,205.0,37.0,1086.0,63.0,109.0,25824.0,12093,371.0,109,0.00422087980173482
1188,36061014602,40776.0,534.0,0.0,3823.0,0.0,543.0,4121.0,832.0,1007.0,331.0,664.0,623.0,108.0,258.0,627.0,474.0,397.0,46001.0,12093,325.0,154,0.0033477533097106583
1189,36061014700,12262.0,512.0,0.0,4849.0,25.0,257.0,2057.0,1353.0,1091.0,600.0,504.0,645.0,30.0,626.0,472.0,201.0,124.0,18538.0,12093,633.0,71,0.0038299708706440823
1190,36061014801,15301.0,231.0,60.0,1597.0,0.0,371.0,1135.0,371.0,454.0,134.0,126.0,219.0,24.0,269.0,0.0,198.0,251.0,18159.0,12093,599.0,44,0.0024230409163500193
1191,36061014802,34650.0,446.0,14.0,3837.0,0.0,494.0,3141.0,1001.0,1421.0,285.0,163.0,495.0,0.0,472.0,684.0,750.0,116.0,41319.0,12093,1878.0,132,0.0031946562114281564
1192,36061014900,28573.0,515.0,18.0,4066.0,82.0,195.0,3056.0,310.0,1952.0,80.0,1207.0,402.0,17.0,98.0,806.0,562.0,187.0,33926.0,12093,477.0,42,0.0012379885633437481
1193,36061015001,9202.0,191.0,0.0,884.0,0.0,0.0,329.0,117.0,471.0,60.0,54.0,141.0,41.0,0.0,138.0,30.0,0.0,10543.0,10076,266.0,20,0.001896993265673907
1194,36061015002,24757.0,171.0,0.0,740.0,0.0,144.0,2638.0,0.0,420.0,100.0,220.0,0.0,0.0,0.0,133.0,700.0,0.0,26007.0,10077,195.0,18,0.0006921213519437074
1195,36061015100,25429.0,7038.0,120.0,8452.0,0.0,5381.0,14721.0,957.0,5016.0,129.0,820.0,587.0,5.0,938.0,387.0,7683.0,210.0,47678.0,12093,1258.0,242,0.0050757162632660766
1196,36061015200,14575.0,2901.0,36.0,2418.0,0.0,1074.0,5616.0,564.0,534.0,190.0,567.0,216.0,63.0,284.0,311.0,3309.0,382.0,21544.0,6043,540.0,7,0.0003249164500557
1197,36061015300,48377.0,730.0,217.0,5581.0,0.0,245.0,4899.0,657.0,2234.0,159.0,606.0,1056.0,98.0,771.0,706.0,1313.0,177.0,56226.0,12093,1076.0,117,0.0020808878454807384
1198,36061015400,69275.0,4114.0,0.0,8555.0,0.0,1124.0,11579.0,2980.0,3232.0,719.0,880.0,257.0,318.0,169.0,813.0,3417.0,738.0,86199.0,12093,3131.0,361,0.004187983619299528
1199,36061015500,49482.0,850.0,0.0,6785.0,0.0,911.0,1252.0,704.0,2327.0,703.0,1089.0,1455.0,0.0,507.0,288.0,534.0,67.0,59546.0,12093,1518.0,39,0.0006549558324656568
1200,36061015601,24941.0,2234.0,0.0,5149.0,33.0,368.0,4127.0,936.0,3213.0,198.0,205.0,248.0,0.0,349.0,464.0,2170.0,18.0,33004.0,12093,279.0,43,0.001302872379105563
1201,36061015602,6145.0,3240.0,0.0,2643.0,153.0,1739.0,5750.0,919.0,972.0,89.0,407.0,89.0,0.0,167.0,1139.0,3860.0,55.0,14096.0,12093,176.0,114,0.008087400681044268
1202,36061015700,51712.0,1013.0,87.0,4538.0,0.0,23.0,3960.0,1069.0,1443.0,574.0,73.0,223.0,133.0,1023.0,24.0,1218.0,857.0,58542.0,12093,1169.0,140,0.002391445457961805
1203,36061015801,28903.0,1164.0,0.0,2456.0,0.0,296.0,1946.0,674.0,885.0,515.0,183.0,175.0,0.0,24.0,445.0,180.0,39.0,33367.0,12093,548.0,73,0.0021877903317649174
1204,36061015802,18029.0,1852.0,40.0,6229.0,0.0,376.0,3248.0,2120.0,1006.0,475.0,712.0,1130.0,41.0,745.0,235.0,1090.0,91.0,27359.0,12093,833.0,99,0.003618553309696992
1205,36061015900,46100.0,1407.0,26.0,4501.0,0.0,681.0,2935.0,915.0,1660.0,400.0,583.0,403.0,0.0,540.0,655.0,496.0,225.0,53523.0,12093,808.0,91,0.00170020365076696
1206,36061016001,17190.0,94.0,0.0,1300.0,0.0,85.0,1334.0,351.0,347.0,152.0,130.0,97.0,116.0,107.0,125.0,111.0,209.0,19198.0,10079,529.0,10,0.0005208875924575477
1207,36061016002,15632.0,760.0,2.0,2923.0,0.0,958.0,2505.0,421.0,1358.0,127.0,807.0,172.0,29.0,9.0,57.0,1322.0,52.0,20826.0,12093,551.0,16,0.0007682704311917795
1208,36061016100,32225.0,659.0,34.0,3363.0,0.0,506.0,2046.0,1120.0,1250.0,457.0,182.0,354.0,0.0,0.0,317.0,127.0,114.0,37394.0,12093,607.0,54,0.0014440819382788683
1209,36061016200,14075.0,26428.0,109.0,3579.0,37.0,11232.0,25320.0,178.0,1970.0,0.0,186.0,528.0,16.0,701.0,438.0,17224.0,0.0,55868.0,12093,408.0,127,0.0022732154363857664
1210,36061016300,36550.0,599.0,0.0,4735.0,0.0,283.0,1986.0,559.0,2882.0,384.0,217.0,619.0,74.0,0.0,194.0,661.0,164.0,42791.0,12093,624.0,109,0.002547264611717417
1211,36061016400,13985.0,11209.0,35.0,5787.0,56.0,9746.0,20956.0,871.0,3508.0,271.0,440.0,546.0,0.0,151.0,1786.0,12135.0,127.0,41505.0,12093,687.0,342,0.008239971087820744
1212,36061016500,34116.0,2012.0,153.0,2370.0,0.0,433.0,3996.0,419.0,970.0,122.0,268.0,511.0,0.0,80.0,370.0,728.0,171.0,39678.0,12093,594.0,97,0.002444679671354403
1213,36061016600,21866.0,7005.0,197.0,2057.0,0.0,11716.0,23984.0,355.0,828.0,130.0,404.0,282.0,15.0,43.0,4884.0,10247.0,60.0,43151.0,12093,310.0,391,0.009061203680100114
1214,36061016700,33066.0,669.0,0.0,2927.0,0.0,691.0,2741.0,739.0,473.0,320.0,143.0,768.0,46.0,438.0,643.0,265.0,400.0,38200.0,12093,847.0,130,0.0034031413612565444
1215,36061016800,11417.0,10376.0,213.0,1621.0,0.0,4654.0,12175.0,48.0,917.0,200.0,0.0,0.0,0.0,456.0,951.0,7832.0,411.0,28978.0,12093,697.0,274,0.009455448961280971
1216,36061016900,41105.0,1769.0,125.0,3604.0,0.0,1402.0,3864.0,1440.0,1320.0,81.0,238.0,209.0,97.0,219.0,986.0,835.0,149.0,48305.0,12093,300.0,65,0.0013456163958182382
1217,36061017000,14648.0,12107.0,243.0,7210.0,492.0,9899.0,23287.0,54.0,4577.0,1671.0,122.0,353.0,0.0,433.0,5056.0,12673.0,644.0,45057.0,12093,458.0,185,0.00410591029140866
1218,36061017100,47101.0,3503.0,0.0,2340.0,0.0,202.0,5278.0,505.0,684.0,97.0,226.0,508.0,223.0,97.0,607.0,838.0,321.0,54537.0,12093,1391.0,167,0.0030621412985679447
1219,36061017200,11555.0,9771.0,38.0,1548.0,0.0,10435.0,21197.0,271.0,448.0,567.0,81.0,51.0,52.0,78.0,4388.0,7957.0,241.0,33785.0,12093,438.0,315,0.009323664348083469
1220,36061017300,39573.0,3043.0,43.0,4829.0,0.0,2458.0,8615.0,1026.0,2206.0,322.0,160.0,588.0,0.0,527.0,588.0,2338.0,2138.0,51347.0,12093,1401.0,98,0.0019085827799092449
1221,36061017401,6423.0,11250.0,42.0,2175.0,0.0,6535.0,12069.0,347.0,1668.0,56.0,13.0,36.0,0.0,55.0,588.0,8446.0,60.0,26447.0,12093,22.0,192,0.007259802624116156
1222,36061017402,4484.0,6314.0,39.0,1256.0,0.0,2258.0,4771.0,363.0,232.0,245.0,21.0,341.0,42.0,12.0,312.0,2366.0,275.0,14599.0,12093,248.0,149,0.01020617850537708
1223,36061017500,55730.0,2612.0,383.0,2625.0,0.0,766.0,7268.0,133.0,1081.0,543.0,74.0,709.0,0.0,85.0,1784.0,612.0,70.0,63093.0,12093,977.0,203,0.0032174726197834944
1224,36061017700,33693.0,9649.0,206.0,3999.0,0.0,4673.0,16337.0,1009.0,2123.0,18.0,114.0,413.0,0.0,322.0,1214.0,6917.0,1206.0,54597.0,12093,2377.0,83,0.0015202300492701065
1225,36061017800,8773.0,4741.0,62.0,1566.0,45.0,6715.0,11908.0,140.0,519.0,385.0,47.0,62.0,0.0,413.0,3908.0,5358.0,129.0,22315.0,12093,413.0,138,0.006184181044140712
1226,36061017900,42260.0,2233.0,3044.0,3541.0,0.0,2643.0,11256.0,365.0,1652.0,92.0,274.0,839.0,0.0,319.0,1215.0,2812.0,917.0,54720.0,12093,999.0,192,0.0035087719298245615
1227,36061018000,11752.0,14446.0,235.0,3278.0,0.0,16495.0,28408.0,100.0,1362.0,71.0,158.0,1173.0,0.0,414.0,8216.0,14013.0,0.0,46722.0,12093,516.0,346,0.007405504901331279
1228,36061018100,36854.0,10760.0,0.0,4392.0,0.0,2432.0,8992.0,671.0,1328.0,820.0,415.0,660.0,307.0,191.0,445.0,4651.0,969.0,54936.0,12093,498.0,64,0.001164991990680064
1229,36061018200,7602.0,12646.0,92.0,2348.0,0.0,18862.0,25187.0,0.0,1089.0,122.0,28.0,50.0,0.0,1059.0,4296.0,10664.0,638.0,41988.0,12093,438.0,250,0.005954082118700581
1230,36061018300,38189.0,2538.0,126.0,4042.0,0.0,1440.0,7531.0,1920.0,296.0,334.0,666.0,598.0,0.0,228.0,1038.0,1000.0,396.0,48083.0,12093,1748.0,90,0.001871763409105089
1231,36061018400,8044.0,21569.0,122.0,3696.0,0.0,11773.0,22411.0,637.0,1724.0,174.0,92.0,0.0,0.0,1069.0,2363.0,13362.0,391.0,45484.0,12093,280.0,206,0.004529065165772579
1232,36061018500,20850.0,4232.0,44.0,3895.0,0.0,314.0,2396.0,341.0,1190.0,252.0,570.0,1267.0,124.0,151.0,427.0,1037.0,103.0,30187.0,12093,852.0,148,0.0049027727167323685
1233,36061018600,7885.0,24372.0,23.0,1819.0,0.0,8707.0,16144.0,75.0,1342.0,0.0,63.0,259.0,0.0,80.0,1467.0,7129.0,233.0,43561.0,12093,755.0,419,0.009618695622230895
1234,36061018700,38443.0,5185.0,0.0,5262.0,0.0,1056.0,6155.0,1221.0,2329.0,179.0,742.0,395.0,0.0,396.0,641.0,1562.0,151.0,51025.0,12093,1079.0,94,0.001842234198922097
1235,36061018800,10832.0,8022.0,119.0,1368.0,0.0,12327.0,19232.0,214.0,102.0,185.0,568.0,273.0,0.0,26.0,9327.0,5813.0,282.0,33285.0,12093,617.0,136,0.004085924590656452
1236,36061018900,28021.0,23524.0,436.0,3953.0,0.0,15660.0,34711.0,413.0,2253.0,899.0,143.0,90.0,37.0,118.0,402.0,12948.0,85.0,74137.0,12093,2543.0,751,0.01012989465449101
1237,36061019000,4099.0,11667.0,143.0,1836.0,0.0,746.0,2434.0,332.0,954.0,183.0,44.0,221.0,0.0,102.0,134.0,972.0,140.0,18769.0,12093,278.0,169,0.009004209068144281
1238,36061019100,41499.0,6495.0,215.0,5619.0,0.0,1370.0,8016.0,770.0,2750.0,340.0,231.0,988.0,433.0,107.0,851.0,2258.0,261.0,57176.0,12093,1978.0,107,0.0018714145795438646
1239,36061019200,2810.0,10159.0,594.0,1452.0,0.0,7985.0,13308.0,39.0,626.0,0.0,0.0,0.0,20.0,767.0,2112.0,5660.0,67.0,23325.0,12093,325.0,118,0.005058949624866024
1240,36061019300,25332.0,12068.0,155.0,4300.0,0.0,11263.0,24361.0,620.0,3175.0,119.0,62.0,93.0,0.0,231.0,1242.0,5482.0,587.0,54990.0,12093,1872.0,348,0.006328423349699946
1241,36061019400,5671.0,15469.0,324.0,941.0,0.0,15704.0,21998.0,0.0,610.0,259.0,0.0,0.0,72.0,0.0,4556.0,9461.0,518.0,38988.0,12093,879.0,275,0.00705345234431107
1242,36061019500,32708.0,2862.0,0.0,5856.0,0.0,1825.0,8728.0,1019.0,2952.0,184.0,746.0,254.0,68.0,633.0,686.0,1530.0,400.0,44356.0,12093,1105.0,216,0.004869690684462079
1243,36061019600,5602.0,8680.0,9.0,1344.0,16.0,7669.0,13267.0,317.0,566.0,52.0,119.0,214.0,55.0,21.0,1784.0,5950.0,218.0,24452.0,12093,1132.0,148,0.006052674627842303
1244,36061019701,2634.0,333.0,14.0,1259.0,0.0,68.0,912.0,628.0,354.0,16.0,80.0,157.0,0.0,24.0,23.0,563.0,0.0,4655.0,12093,347.0,128,0.02749731471535983
1245,36061019702,4809.0,5448.0,75.0,1524.0,0.0,1146.0,3126.0,209.0,785.0,286.0,98.0,85.0,0.0,61.0,151.0,680.0,0.0,13205.0,12093,203.0,101,0.007648617947747066
1246,36061019800,3731.0,9274.0,73.0,1254.0,0.0,1007.0,2442.0,83.0,315.0,257.0,56.0,103.0,0.0,440.0,40.0,1160.0,115.0,15462.0,12093,123.0,116,0.007502263614021472
1247,36061019900,40177.0,3993.0,61.0,9104.0,47.0,632.0,7097.0,1693.0,3411.0,690.0,628.0,1965.0,48.0,669.0,1142.0,1535.0,1408.0,55337.0,12093,1323.0,142,0.0025660950178000254
1248,36061020000,5291.0,10945.0,0.0,738.0,0.0,1729.0,3248.0,105.0,163.0,63.0,98.0,9.0,0.0,300.0,125.0,1944.0,51.0,19115.0,12093,412.0,136,0.0071148312843316765
1249,36061020101,4676.0,939.0,141.0,1080.0,0.0,125.0,721.0,275.0,354.0,13.0,32.0,293.0,0.0,113.0,239.0,116.0,27.0,7289.0,8064,328.0,10,0.0013719303059404582
1250,36061020102,8669.0,13934.0,0.0,931.0,0.0,1714.0,5189.0,264.0,514.0,28.0,50.0,31.0,20.0,24.0,739.0,1176.0,104.0,25708.0,12093,460.0,120,0.004667807686323323
1251,36061020300,10275.0,2022.0,147.0,3114.0,15.0,342.0,2041.0,579.0,1350.0,90.0,69.0,447.0,133.0,446.0,665.0,230.0,198.0,16419.0,10079,504.0,20,0.0012181009805712893
1252,36061020500,19062.0,2179.0,26.0,3514.0,30.0,130.0,2095.0,614.0,1615.0,150.0,178.0,680.0,18.0,259.0,487.0,240.0,306.0,25343.0,10080,402.0,14,0.0005524207868050349
1253,36061020600,2969.0,12828.0,94.0,612.0,0.0,1439.0,3885.0,0.0,84.0,182.0,306.0,0.0,0.0,40.0,170.0,2086.0,30.0,18631.0,12093,689.0,171,0.009178251301594118
1254,36061020701,11515.0,1167.0,6.0,4849.0,0.0,1332.0,2626.0,526.0,2693.0,55.0,125.0,922.0,144.0,384.0,758.0,127.0,0.0,19351.0,12093,482.0,26,0.0013435998139631027
1255,36061020800,7162.0,20009.0,276.0,2100.0,0.0,791.0,4859.0,443.0,716.0,0.0,210.0,147.0,0.0,584.0,321.0,2675.0,156.0,32113.0,12093,1775.0,278,0.008656930215177654
1256,36061020901,2815.0,11276.0,8.0,643.0,0.0,7719.0,10516.0,0.0,424.0,0.0,0.0,79.0,90.0,50.0,189.0,5139.0,3.0,22878.0,12093,417.0,361,0.015779351341900515
1257,36061021000,3111.0,33098.0,0.0,619.0,0.0,4742.0,11293.0,228.0,256.0,0.0,0.0,123.0,12.0,0.0,0.0,5156.0,88.0,43303.0,12093,1733.0,212,0.004895734706602314
1258,36061021100,24500.0,11687.0,0.0,13856.0,0.0,7685.0,12097.0,2674.0,8787.0,189.0,478.0,1007.0,17.0,704.0,178.0,4097.0,407.0,59075.0,12093,1347.0,270,0.004570461278036395
1259,36061021200,2622.0,19428.0,94.0,1302.0,0.0,1603.0,4868.0,142.0,237.0,42.0,34.0,64.0,71.0,712.0,172.0,1532.0,273.0,25528.0,12093,479.0,171,0.006698527107489815
1260,36061021303,6400.0,18661.0,239.0,1340.0,0.0,6921.0,10672.0,31.0,1150.0,28.0,101.0,16.0,14.0,0.0,812.0,1687.0,242.0,34492.0,12093,931.0,163,0.004725733503421083
1261,36061021400,1912.0,15155.0,31.0,512.0,94.0,575.0,1627.0,392.0,56.0,0.0,0.0,0.0,0.0,64.0,267.0,437.0,0.0,18744.0,12093,465.0,149,0.007949210413999146
1262,36061021500,4385.0,14332.0,0.0,510.0,0.0,4075.0,5959.0,62.0,0.0,0.0,112.0,76.0,0.0,260.0,923.0,1681.0,116.0,23618.0,12093,316.0,276,0.01168600220171056
1263,36061021600,13243.0,29837.0,88.0,1876.0,0.0,3777.0,8098.0,296.0,628.0,174.0,350.0,135.0,0.0,293.0,1551.0,2044.0,167.0,49911.0,12093,1090.0,139,0.002784957223858468
1264,36061021703,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,12093,0.0,172,5.212121212121212
1265,36061021800,9227.0,27028.0,0.0,1017.0,118.0,4538.0,7029.0,64.0,204.0,121.0,167.0,416.0,7.0,38.0,227.0,4759.0,0.0,42493.0,12093,565.0,124,0.002918127691619796
1266,36061021900,4276.0,16442.0,244.0,1025.0,84.0,13956.0,21155.0,415.0,515.0,38.0,57.0,0.0,0.0,0.0,956.0,6660.0,125.0,36845.0,12093,818.0,179,0.004858189713665355
1267,36061022000,6668.0,22163.0,18.0,2004.0,0.0,3745.0,6031.0,599.0,848.0,418.0,0.0,139.0,0.0,0.0,220.0,1750.0,133.0,34821.0,12093,223.0,89,0.002555928893483817
1268,36061022102,3547.0,8799.0,0.0,632.0,0.0,621.0,994.0,86.0,333.0,67.0,43.0,52.0,0.0,51.0,151.0,474.0,19.0,14161.0,12093,562.0,185,0.013064049149071394
1269,36061022200,5946.0,9978.0,141.0,759.0,0.0,1529.0,2504.0,97.0,203.0,45.0,332.0,33.0,0.0,49.0,505.0,1107.0,49.0,18771.0,12093,418.0,64,0.0034095146768952107
1270,36061022301,15067.0,6717.0,114.0,1654.0,0.0,15710.0,35814.0,648.0,395.0,375.0,66.0,121.0,0.0,49.0,7697.0,3788.0,480.0,47899.0,12093,8637.0,162,0.0033821165368796845
1271,36061022400,5749.0,28251.0,167.0,703.0,88.0,9510.0,13786.0,38.0,391.0,22.0,0.0,0.0,50.0,202.0,961.0,4760.0,71.0,45270.0,12093,802.0,117,0.002584493041749503
1272,36061022500,19349.0,20206.0,171.0,1814.0,0.0,11638.0,35634.0,42.0,1265.0,0.0,0.0,14.0,115.0,378.0,1380.0,2375.0,401.0,61526.0,12093,8348.0,215,0.0034944576276696032
1273,36061022600,4676.0,17740.0,72.0,791.0,0.0,2264.0,4644.0,162.0,168.0,32.0,69.0,28.0,0.0,332.0,743.0,1712.0,169.0,26449.0,12093,906.0,132,0.004990736889863511
1274,36061022700,10085.0,15761.0,0.0,1205.0,0.0,3359.0,11041.0,255.0,443.0,65.0,184.0,100.0,0.0,158.0,2807.0,1419.0,133.0,31950.0,12093,1540.0,181,0.00566510172143975
1275,36061022800,5102.0,23470.0,210.0,868.0,0.0,2538.0,4669.0,412.0,130.0,49.0,182.0,0.0,0.0,95.0,71.0,1284.0,159.0,34000.0,12093,1812.0,137,0.004029411764705882
1276,36061022900,14631.0,16365.0,44.0,1476.0,74.0,9753.0,27374.0,298.0,796.0,283.0,11.0,0.0,0.0,88.0,1867.0,2240.0,1372.0,50768.0,12093,8425.0,94,0.0018515600378190987
1277,36061023000,7812.0,37101.0,66.0,872.0,342.0,4046.0,14311.0,45.0,240.0,159.0,39.0,50.0,0.0,339.0,984.0,6219.0,207.0,54180.0,12093,3941.0,237,0.004374307862679955
1278,36061023100,11801.0,14992.0,651.0,741.0,0.0,4533.0,17217.0,0.0,552.0,153.0,0.0,24.0,0.0,12.0,1781.0,1755.0,283.0,38459.0,12093,5741.0,142,0.0036922436880834136
1279,36061023200,5608.0,35113.0,191.0,952.0,44.0,7924.0,18143.0,379.0,194.0,379.0,0.0,0.0,0.0,0.0,3815.0,3890.0,119.0,51475.0,12093,1643.0,288,0.005594949004371054
